,date,title,authors,abstract,url
35,2020-07-09 21:37:13+00:00,A Kernel-Based Approach to Non-Stationary Reinforcement Learning in Metric Spaces,"['Omar Darwiche Domingues', 'Pierre Ménard', 'Matteo Pirotta', 'Emilie Kaufmann', 'Michal Valko']","In this work, we propose KeRNS: an algorithm for episodic reinforcement
learning in non-stationary Markov Decision Processes (MDPs) whose state-action
set is endowed with a metric. Using a non-parametric model of the MDP built
with time-dependent kernels, we prove a regret bound that scales with the
covering dimension of the state-action space and the total variation of the MDP
with time, which quantifies its level of non-stationarity. Our method
generalizes previous approaches based on sliding windows and exponential
discounting used to handle changing environments. We further propose a
practical implementation of KeRNS, we analyze its regret and validate it
experimentally.",http://arxiv.org/abs/2007.05078v2
36,2020-10-07 17:23:01+00:00,Episodic Reinforcement Learning in Finite MDPs: Minimax Lower Bounds Revisited,"['Omar Darwiche Domingues', 'Pierre Ménard', 'Emilie Kaufmann', 'Michal Valko']","In this paper, we propose new problem-independent lower bounds on the sample
complexity and regret in episodic MDPs, with a particular focus on the
non-stationary case in which the transition kernel is allowed to change in each
stage of the episode. Our main contribution is a novel lower bound of
$\Omega((H^3SA/\epsilon^2)\log(1/\delta))$ on the sample complexity of an
$(\varepsilon,\delta)$-PAC algorithm for best policy identification in a
non-stationary MDP. This lower bound relies on a construction of ""hard MDPs""
which is different from the ones previously used in the literature. Using this
same class of MDPs, we also provide a rigorous proof of the
$\Omega(\sqrt{H^3SAT})$ regret bound for non-stationary MDPs. Finally, we
discuss connections to PAC-MDP lower bounds.",http://arxiv.org/abs/2010.03531v1
37,2020-06-11 09:58:03+00:00,Adaptive Reward-Free Exploration,"['Emilie Kaufmann', 'Pierre Ménard', 'Omar Darwiche Domingues', 'Anders Jonsson', 'Edouard Leurent', 'Michal Valko']","Reward-free exploration is a reinforcement learning setting studied by Jin et
al. (2020), who address it by running several algorithms with regret guarantees
in parallel. In our work, we instead give a more natural adaptive approach for
reward-free exploration which directly reduces upper bounds on the maximum MDP
estimation error. We show that, interestingly, our reward-free UCRL algorithm
can be seen as a variant of an algorithm of Fiechter from 1994, originally
proposed for a different objective that we call best-policy identification. We
prove that RF-UCRL needs of order $({SAH^4}/{\varepsilon^2})(\log(1/\delta) +
S)$ episodes to output, with probability $1-\delta$, an
$\varepsilon$-approximation of the optimal policy for any reward function. This
bound improves over existing sample-complexity bounds in both the small
$\varepsilon$ and the small $\delta$ regimes. We further investigate the
relative complexities of reward-free exploration and best-policy
identification.",http://arxiv.org/abs/2006.06294v2
38,2020-10-15 16:55:26+00:00,Avoiding Side Effects By Considering Future Tasks,"['Victoria Krakovna', 'Laurent Orseau', 'Richard Ngo', 'Miljan Martic', 'Shane Legg']","Designing reward functions is difficult: the designer has to specify what to
do (what it means to complete the task) as well as what not to do (side effects
that should be avoided while completing the task). To alleviate the burden on
the reward designer, we propose an algorithm to automatically generate an
auxiliary reward function that penalizes side effects. This auxiliary objective
rewards the ability to complete possible future tasks, which decreases if the
agent causes side effects during the current task. The future task reward can
also give the agent an incentive to interfere with events in the environment
that make future tasks less achievable, such as irreversible actions by other
agents. To avoid this interference incentive, we introduce a baseline policy
that represents a default course of action (such as doing nothing), and use it
to filter out future tasks that are not achievable by default. We formally
define interference incentives and show that the future task approach with a
baseline policy avoids these incentives in the deterministic case. Using
gridworld environments that test for side effects and interference, we show
that our method avoids interference and is more effective for avoiding side
effects than the common approach of penalizing irreversible actions.",http://arxiv.org/abs/2010.07877v1
39,2020-10-05 18:11:22+00:00,Temporal Difference Uncertainties as a Signal for Exploration,"['Sebastian Flennerhag', 'Jane X. Wang', 'Pablo Sprechmann', 'Francesco Visin', 'Alexandre Galashov', 'Steven Kapturowski', 'Diana L. Borsa', 'Nicolas Heess', 'Andre Barreto', 'Razvan Pascanu']","An effective approach to exploration in reinforcement learning is to rely on
an agent's uncertainty over the optimal policy, which can yield near-optimal
exploration strategies in tabular settings. However, in non-tabular settings
that involve function approximators, obtaining accurate uncertainty estimates
is almost as challenging a problem. In this paper, we highlight that value
estimates are easily biased and temporally inconsistent. In light of this, we
propose a novel method for estimating uncertainty over the value function that
relies on inducing a distribution over temporal difference errors. This
exploration signal controls for state-action transitions so as to isolate
uncertainty in value that is due to uncertainty over the agent's parameters.
Because our measure of uncertainty conditions on state-action transitions, we
cannot act on this measure directly. Instead, we incorporate it as an intrinsic
reward and treat exploration as a separate learning problem, induced by the
agent's temporal difference uncertainties. We introduce a distinct exploration
policy that learns to collect data with high estimated uncertainty, which gives
rise to a curriculum that smoothly changes throughout learning and vanishes in
the limit of perfect value estimates. We evaluate our method on hard
exploration tasks, including Deep Sea and Atari 2600 environments and find that
our proposed form of exploration facilitates both diverse and deep exploration.",http://arxiv.org/abs/2010.02255v2
40,2020-10-05 17:52:14+00:00,Mastering Atari with Discrete World Models,"['Danijar Hafner', 'Timothy Lillicrap', 'Mohammad Norouzi', 'Jimmy Ba']","Intelligent agents need to generalize from past experience to achieve goals
in complex environments. World models facilitate such generalization and allow
learning behaviors from imagined outcomes to increase sample-efficiency. While
learning world models from image inputs has recently become feasible for some
tasks, modeling Atari games accurately enough to derive successful behaviors
has remained an open challenge for many years. We introduce DreamerV2, a
reinforcement learning agent that learns behaviors purely from predictions in
the compact latent space of a powerful world model. The world model uses
discrete representations and is trained separately from the policy. DreamerV2
constitutes the first agent that achieves human-level performance on the Atari
benchmark of 55 tasks by learning behaviors inside a separately trained world
model. With the same computational budget and wall-clock time, Dreamer V2
reaches 200M frames and surpasses the final performance of the top single-GPU
agents IQN and Rainbow. DreamerV2 is also applicable to tasks with continuous
actions, where it learns an accurate world model of a complex humanoid robot
and solves stand-up and walking from only pixel inputs.",http://arxiv.org/abs/2010.02193v4
41,2020-10-03 15:19:26+00:00,Exponential Lower Bounds for Planning in MDPs With Linearly-Realizable Optimal Action-Value Functions,"['Gellért Weisz', 'Philip Amortila', 'Csaba Szepesvári']","We consider the problem of local planning in fixed-horizon and discounted
Markov Decision Processes (MDPs) with linear function approximation and a
generative model under the assumption that the optimal action-value function
lies in the span of a feature map that is available to the planner. Previous
work has left open the question of whether there exist sound planners that need
only poly(H,d) queries regardless of the MDP, where H is the horizon and d is
the dimensionality of the features. We answer this question in the negative: we
show that any sound planner must query at least $\min(\exp({\Omega}(d)),
{\Omega}(2^H))$ samples in the fized-horizon setting and $\exp({\Omega}(d))$
samples in the discounted setting. We also show that for any ${\delta}>0$, the
least-squares value iteration algorithm with $O(H^5d^{H+1}/{\delta}^2)$ queries
can compute a ${\delta}$-optimal policy in the fixed-horizon setting. We
discuss implications and remaining open questions.",http://arxiv.org/abs/2010.01374v2
42,2020-09-30 06:31:27+00:00,Learning to swim in potential flow,"['Yusheng Jiao', 'Feng Ling', 'Sina Heydari', 'Nicolas Heess', 'Josh Merel', 'Eva Kanso']","Fish swim by undulating their bodies. These propulsive motions require
coordinated shape changes of a body that interacts with its fluid environment,
but the specific shape coordination that leads to robust turning and swimming
motions remains unclear. To address the problem of underwater motion planning,
we propose a simple model of a three-link fish swimming in a potential flow
environment and we use model-free reinforcement learning for shape control. We
arrive at optimal shape changes for two swimming tasks: swimming in a desired
direction and swimming towards a known target. This fish model belongs to a
class of problems in geometric mechanics, known as driftless dynamical systems,
which allow us to analyze the swimming behavior in terms of geometric phases
over the shape space of the fish. These geometric methods are less intuitive in
the presence of drift. Here, we use the shape space analysis as a tool for
assessing, visualizing, and interpreting the control policies obtained via
reinforcement learning in the absence of drift. We then examine the robustness
of these policies to drift-related perturbations. Although the fish has no
direct control over the drift itself, it learns to take advantage of the
presence of moderate drift to reach its target.",http://arxiv.org/abs/2009.14280v2
43,2020-09-09 15:49:14+00:00,Assessing Game Balance with AlphaZero: Exploring Alternative Rule Sets in Chess,"['Nenad Tomašev', 'Ulrich Paquet', 'Demis Hassabis', 'Vladimir Kramnik']","It is non-trivial to design engaging and balanced sets of game rules. Modern
chess has evolved over centuries, but without a similar recourse to history,
the consequences of rule changes to game dynamics are difficult to predict.
AlphaZero provides an alternative in silico means of game balance assessment.
It is a system that can learn near-optimal strategies for any rule set from
scratch, without any human supervision, by continually learning from its own
experience. In this study we use AlphaZero to creatively explore and design new
chess variants. There is growing interest in chess variants like Fischer Random
Chess, because of classical chess's voluminous opening theory, the high
percentage of draws in professional play, and the non-negligible number of
games that end while both players are still in their home preparation. We
compare nine other variants that involve atomic changes to the rules of chess.
The changes allow for novel strategic and tactical patterns to emerge, while
keeping the games close to the original. By learning near-optimal strategies
for each variant with AlphaZero, we determine what games between strong human
players might look like if these variants were adopted. Qualitatively, several
variants are very dynamic. An analytic comparison show that pieces are valued
differently between variants, and that some variants are more decisive than
classical chess. Our findings demonstrate the rich possibilities that lie
beyond the rules of modern chess.",http://arxiv.org/abs/2009.04374v2
44,2020-09-10 14:16:58+00:00,Importance Weighted Policy Learning and Adaptation,"['Alexandre Galashov', 'Jakub Sygnowski', 'Guillaume Desjardins', 'Jan Humplik', 'Leonard Hasenclever', 'Rae Jeong', 'Yee Whye Teh', 'Nicolas Heess']","The ability to exploit prior experience to solve novel problems rapidly is a
hallmark of biological learning systems and of great practical importance for
artificial ones. In the meta reinforcement learning literature much recent work
has focused on the problem of optimizing the learning process itself. In this
paper we study a complementary approach which is conceptually simple, general,
modular and built on top of recent improvements in off-policy learning. The
framework is inspired by ideas from the probabilistic inference literature and
combines robust off-policy learning with a behavior prior, or default behavior
that constrains the space of solutions and serves as a bias for exploration; as
well as a representation for the value function, both of which are easily
learned from a number of training tasks in a multi-task scenario. Our approach
achieves competitive adaptation performance on hold-out tasks compared to meta
reinforcement learning baselines and can scale to complex sparse-reward
scenarios.",http://arxiv.org/abs/2009.04875v2
45,2020-09-03 16:52:46+00:00,Action and Perception as Divergence Minimization,"['Danijar Hafner', 'Pedro A. Ortega', 'Jimmy Ba', 'Thomas Parr', 'Karl Friston', 'Nicolas Heess']","To learn directed behaviors in complex environments, intelligent agents need
to optimize objective functions. Various objectives are known for designing
artificial agents, including task rewards and intrinsic motivation. However, it
is unclear how the known objectives relate to each other, which objectives
remain yet to be discovered, and which objectives better describe the behavior
of humans. We introduce the Action Perception Divergence (APD), an approach for
categorizing the space of possible objective functions for embodied agents. We
show a spectrum that reaches from narrow to general objectives. While the
narrow objectives correspond to domain-specific rewards as typical in
reinforcement learning, the general objectives maximize information with the
environment through latent variable models of input sequences. Intuitively,
these agents use perception to align their beliefs with the world and use
actions to align the world with their beliefs. They infer representations that
are informative of past inputs, explore future inputs that are informative of
their representations, and select actions or skills that maximally influence
future inputs. This explains a wide range of unsupervised objectives from a
single principle, including representation learning, information gain,
empowerment, and skill discovery. Our findings suggest leveraging powerful
world models for unsupervised exploration as a path toward highly adaptive
agents that seek out large niches in their environments, rendering task rewards
optional.",http://arxiv.org/abs/2009.01791v3
46,2020-08-27 16:30:17+00:00,The Advantage Regret-Matching Actor-Critic,"['Audrūnas Gruslys', 'Marc Lanctot', 'Rémi Munos', 'Finbarr Timbers', 'Martin Schmid', 'Julien Perolat', 'Dustin Morrill', 'Vinicius Zambaldi', 'Jean-Baptiste Lespiau', 'John Schultz', 'Mohammad Gheshlaghi Azar', 'Michael Bowling', 'Karl Tuyls']","Regret minimization has played a key role in online learning, equilibrium
computation in games, and reinforcement learning (RL). In this paper, we
describe a general model-free RL method for no-regret learning based on
repeated reconsideration of past behavior. We propose a model-free RL
algorithm, the AdvantageRegret-Matching Actor-Critic (ARMAC): rather than
saving past state-action data, ARMAC saves a buffer of past policies, replaying
through them to reconstruct hindsight assessments of past behavior. These
retrospective value estimates are used to predict conditional advantages which,
combined with regret matching, produces a new policy. In particular, ARMAC
learns from sampled trajectories in a centralized training setting, without
requiring the application of importance sampling commonly used in Monte Carlo
counterfactual regret (CFR) minimization; hence, it does not suffer from
excessive variance in large environments. In the single-agent setting, ARMAC
shows an interesting form of exploration by keeping past policies intact. In
the multiagent setting, ARMAC in self-play approaches Nash equilibria on some
partially-observable zero-sum benchmarks. We provide exploitability estimates
in the significantly larger game of betting-abstracted no-limit Texas Hold'em.",http://arxiv.org/abs/2008.12234v1
47,2020-08-17 14:26:18+00:00,On the Sample Complexity of Reinforcement Learning with Policy Space Generalization,"['Wenlong Mou', 'Zheng Wen', 'Xi Chen']","We study the optimal sample complexity in large-scale Reinforcement Learning
(RL) problems with policy space generalization, i.e. the agent has a prior
knowledge that the optimal policy lies in a known policy space. Existing
results show that without a generalization model, the sample complexity of an
RL algorithm will inevitably depend on the cardinalities of state space and
action space, which are intractably large in many practical problems.
  To avoid such undesirable dependence on the state and action space sizes,
this paper proposes a new notion of eluder dimension for the policy space,
which characterizes the intrinsic complexity of policy learning in an arbitrary
Markov Decision Process (MDP). Using a simulator oracle, we prove a
near-optimal sample complexity upper bound that only depends linearly on the
eluder dimension. We further prove a similar regret bound in deterministic
systems without the simulator.",http://arxiv.org/abs/2008.07353v1
48,2020-07-31 01:05:53+00:00,Stochastic Low-rank Tensor Bandits for Multi-dimensional Online Decision Making,"['Jie Zhou', 'Botao Hao', 'Zheng Wen', 'Jingfei Zhang', 'Will Wei Sun']","Multi-dimensional online decision making plays a crucial role in many real
applications such as online recommendation and digital marketing. In these
problems, a decision at each time is a combination of choices from different
types of entities. To solve it, we introduce stochastic low-rank tensor
bandits, a class of bandits whose mean rewards can be represented as a low-rank
tensor. We consider two settings, tensor bandits without context and tensor
bandits with context. In the first setting, the platform aims to find the
optimal decision with the highest expected reward, a.k.a, the largest entry of
true reward tensor. In the second setting, some modes of the tensor are
contexts and the rest modes are decisions, and the goal is to find the optimal
decision given the contextual information. We propose two learning algorithms
tensor elimination and tensor epoch-greedy for tensor bandits without context,
and derive finite-time regret bounds for them. Comparing with existing
competitive methods, tensor elimination has the best overall regret bound and
tensor epoch-greedy has a sharper dependency on dimensions of the reward
tensor. Furthermore, we develop a practically effective Bayesian algorithm
called tensor ensemble sampling for tensor bandits with context. Numerical
experiments back up our theoretical findings and show that our algorithms
outperform various state-of-the-art approaches that ignore the tensor low-rank
structure. In an online advertising application with contextual information,
our tensor ensemble sampling reduces the cumulative regret by 75% compared to
the benchmark method.",http://arxiv.org/abs/2007.15788v2
49,2020-07-30 16:52:33+00:00,Data-efficient Hindsight Off-policy Option Learning,"['Markus Wulfmeier', 'Dushyant Rao', 'Roland Hafner', 'Thomas Lampe', 'Abbas Abdolmaleki', 'Tim Hertweck', 'Michael Neunert', 'Dhruva Tirumala', 'Noah Siegel', 'Nicolas Heess', 'Martin Riedmiller']","We introduce Hindsight Off-policy Options (HO2), a data-efficient option
learning algorithm. Given any trajectory, HO2 infers likely option choices and
backpropagates through the dynamic programming inference procedure to robustly
train all policy components off-policy and end-to-end. The approach outperforms
existing option learning methods on common benchmarks. To better understand the
option framework and disentangle benefits from both temporal and action
abstraction, we evaluate ablations with flat policies and mixture policies with
comparable optimization. The results highlight the importance of both types of
abstraction as well as off-policy training and trust-region constraints,
particularly in challenging, simulated 3D robot manipulation tasks from raw
pixel inputs. Finally, we intuitively adapt the inference step to investigate
the effect of increased temporal abstraction on training with pre-trained
options and from scratch.",http://arxiv.org/abs/2007.15588v2
50,2020-07-24 13:01:34+00:00,Monte-Carlo Tree Search as Regularized Policy Optimization,"['Jean-Bastien Grill', 'Florent Altché', 'Yunhao Tang', 'Thomas Hubert', 'Michal Valko', 'Ioannis Antonoglou', 'Rémi Munos']","The combination of Monte-Carlo tree search (MCTS) with deep reinforcement
learning has led to significant advances in artificial intelligence. However,
AlphaZero, the current state-of-the-art MCTS algorithm, still relies on
handcrafted heuristics that are only partially understood. In this paper, we
show that AlphaZero's search heuristics, along with other common ones such as
UCT, are an approximation to the solution of a specific regularized policy
optimization problem. With this insight, we propose a variant of AlphaZero
which uses the exact solution to this policy optimization problem, and show
experimentally that it reliably outperforms the original algorithm in multiple
domains.",http://arxiv.org/abs/2007.12509v1
51,2020-07-17 07:38:39+00:00,Discovering Reinforcement Learning Algorithms,"['Junhyuk Oh', 'Matteo Hessel', 'Wojciech M. Czarnecki', 'Zhongwen Xu', 'Hado van Hasselt', 'Satinder Singh', 'David Silver']","Reinforcement learning (RL) algorithms update an agent's parameters according
to one of several possible rules, discovered manually through years of
research. Automating the discovery of update rules from data could lead to more
efficient algorithms, or algorithms that are better adapted to specific
environments. Although there have been prior attempts at addressing this
significant scientific challenge, it remains an open question whether it is
feasible to discover alternatives to fundamental concepts of RL such as value
functions and temporal-difference learning. This paper introduces a new
meta-learning approach that discovers an entire update rule which includes both
'what to predict' (e.g. value functions) and 'how to learn from it' (e.g.
bootstrapping) by interacting with a set of environments. The output of this
method is an RL algorithm that we call Learned Policy Gradient (LPG). Empirical
results show that our method discovers its own alternative to the concept of
value functions. Furthermore it discovers a bootstrapping mechanism to maintain
and use its predictions. Surprisingly, when trained solely on toy environments,
LPG generalises effectively to complex Atari games and achieves non-trivial
performance. This shows the potential to discover general RL algorithms from
data.",http://arxiv.org/abs/2007.08794v3
52,2020-07-17 15:30:38+00:00,Hyperparameter Selection for Offline Reinforcement Learning,"['Tom Le Paine', 'Cosmin Paduraru', 'Andrea Michi', 'Caglar Gulcehre', 'Konrad Zolna', 'Alexander Novikov', 'Ziyu Wang', 'Nando de Freitas']","Offline reinforcement learning (RL purely from logged data) is an important
avenue for deploying RL techniques in real-world scenarios. However, existing
hyperparameter selection methods for offline RL break the offline assumption by
evaluating policies corresponding to each hyperparameter setting in the
environment. This online execution is often infeasible and hence undermines the
main aim of offline RL. Therefore, in this work, we focus on \textit{offline
hyperparameter selection}, i.e. methods for choosing the best policy from a set
of many policies trained using different hyperparameters, given only logged
data. Through large-scale empirical evaluation we show that: 1) offline RL
algorithms are not robust to hyperparameter choices, 2) factors such as the
offline RL algorithm and method for estimating Q values can have a big impact
on hyperparameter selection, and 3) when we control those factors carefully, we
can reliably rank policies across hyperparameter choices, and therefore choose
policies which are close to the best policy in the set. Overall, our results
present an optimistic view that offline hyperparameter selection is within
reach, even in challenging tasks with pixel observations, high dimensional
action spaces, and long horizon.",http://arxiv.org/abs/2007.09055v1
53,2020-07-13 04:40:41+00:00,Efficient Planning in Large MDPs with Weak Linear Function Approximation,"['Roshan Shariff', 'Csaba Szepesvári']","Large-scale Markov decision processes (MDPs) require planning algorithms with
runtime independent of the number of states of the MDP. We consider the
planning problem in MDPs using linear value function approximation with only
weak requirements: low approximation error for the optimal value function, and
a small set of ""core"" states whose features span those of other states. In
particular, we make no assumptions about the representability of policies or
value functions of non-optimal policies. Our algorithm produces almost-optimal
actions for any state using a generative oracle (simulator) for the MDP, while
its computation time scales polynomially with the number of features, core
states, and actions and the effective horizon.",http://arxiv.org/abs/2007.06184v1
54,2020-07-09 16:25:40+00:00,Influence Diagram Bandits: Variational Thompson Sampling for Structured Bandit Problems,"['Tong Yu', 'Branislav Kveton', 'Zheng Wen', 'Ruiyi Zhang', 'Ole J. Mengshoel']","We propose a novel framework for structured bandits, which we call an
influence diagram bandit. Our framework captures complex statistical
dependencies between actions, latent variables, and observations; and thus
unifies and extends many existing models, such as combinatorial semi-bandits,
cascading bandits, and low-rank bandits. We develop novel online learning
algorithms that learn to act efficiently in our models. The key idea is to
track a structured posterior distribution of model parameters, either exactly
or approximately. To act, we sample model parameters from their posterior and
then use the structure of the influence diagram to find the most optimistic
action under the sampled parameters. We empirically evaluate our algorithms in
three structured bandit problems, and show that they perform as well as or
better than problem-specific state-of-the-art baselines.",http://arxiv.org/abs/2007.04915v1
55,2020-07-01 16:56:56+00:00,Gradient Temporal-Difference Learning with Regularized Corrections,"['Sina Ghiassian', 'Andrew Patterson', 'Shivam Garg', 'Dhawal Gupta', 'Adam White', 'Martha White']","It is still common to use Q-learning and temporal difference (TD)
learning-even though they have divergence issues and sound Gradient TD
alternatives exist-because divergence seems rare and they typically perform
well. However, recent work with large neural network learning systems reveals
that instability is more common than previously thought. Practitioners face a
difficult dilemma: choose an easy to use and performant TD method, or a more
complex algorithm that is more sound but harder to tune and all but unexplored
with non-linear function approximation or control. In this paper, we introduce
a new method called TD with Regularized Corrections (TDRC), that attempts to
balance ease of use, soundness, and performance. It behaves as well as TD, when
TD performs well, but is sound in cases where TD diverges. We empirically
investigate TDRC across a range of problems, for both prediction and control,
and for both linear and non-linear function approximation, and show,
potentially for the first time, that gradient TD methods could be a better
alternative to TD and Q-learning.",http://arxiv.org/abs/2007.00611v4
56,2020-07-07 22:02:00+00:00,Towards a practical measure of interference for reinforcement learning,"['Vincent Liu', 'Adam White', 'Hengshuai Yao', 'Martha White']","Catastrophic interference is common in many network-based learning systems,
and many proposals exist for mitigating it. But, before we overcome
interference we must understand it better. In this work, we provide a
definition of interference for control in reinforcement learning. We
systematically evaluate our new measures, by assessing correlation with several
measures of learning performance, including stability, sample efficiency, and
online and offline control performance across a variety of learning
architectures. Our new interference measure allows us to ask novel scientific
questions about commonly used deep learning architectures. In particular we
show that target network frequency is a dominating factor for interference, and
that updates on the last layer result in significantly higher interference than
updates internal to the network. This new measure can be expensive to compute;
we conclude with motivation for an efficient proxy measure and empirically
demonstrate it is correlated with our definition of interference.",http://arxiv.org/abs/2007.03807v1
57,2020-07-03 17:46:16+00:00,Expected Eligibility Traces,"['Hado van Hasselt', 'Sephora Madjiheurem', 'Matteo Hessel', 'David Silver', 'André Barreto', 'Diana Borsa']","The question of how to determine which states and actions are responsible for
a certain outcome is known as the credit assignment problem and remains a
central research question in reinforcement learning and artificial
intelligence. Eligibility traces enable efficient credit assignment to the
recent sequence of states and actions experienced by the agent, but not to
counterfactual sequences that could also have led to the current state. In this
work, we introduce expected eligibility traces. Expected traces allow, with a
single update, to update states and actions that could have preceded the
current state, even if they did not do so on this occasion. We discuss when
expected traces provide benefits over classic (instantaneous) traces in
temporal-difference learning, and show that sometimes substantial improvements
can be attained. We provide a way to smoothly interpolate between instantaneous
and expected traces by a mechanism similar to bootstrapping, which ensures that
the resulting algorithm is a strict generalisation of TD($\lambda$). Finally,
we discuss possible extensions and connections to related ideas, such as
successor features.",http://arxiv.org/abs/2007.01839v2
58,2020-06-17 18:13:37+00:00,A maximum-entropy approach to off-policy evaluation in average-reward MDPs,"['Nevena Lazic', 'Dong Yin', 'Mehrdad Farajtabar', 'Nir Levine', 'Dilan Gorur', 'Chris Harris', 'Dale Schuurmans']","This work focuses on off-policy evaluation (OPE) with function approximation
in infinite-horizon undiscounted Markov decision processes (MDPs). For MDPs
that are ergodic and linear (i.e. where rewards and dynamics are linear in some
known features), we provide the first finite-sample OPE error bound, extending
existing results beyond the episodic and discounted cases. In a more general
setting, when the feature dynamics are approximately linear and for arbitrary
rewards, we propose a new approach for estimating stationary distributions with
function approximation. We formulate this problem as finding the
maximum-entropy distribution subject to matching feature expectations under
empirical dynamics. We show that this results in an exponential-family
distribution whose sufficient statistics are the features, paralleling
maximum-entropy approaches in supervised learning. We demonstrate the
effectiveness of the proposed OPE approaches in multiple environments.",http://arxiv.org/abs/2006.12620v1
59,2020-06-08 14:33:31+00:00,Learning to Play No-Press Diplomacy with Best Response Policy Iteration,"['Thomas Anthony', 'Tom Eccles', 'Andrea Tacchetti', 'János Kramár', 'Ian Gemp', 'Thomas C. Hudson', 'Nicolas Porcel', 'Marc Lanctot', 'Julien Pérolat', 'Richard Everett', 'Roman Werpachowski', 'Satinder Singh', 'Thore Graepel', 'Yoram Bachrach']","Recent advances in deep reinforcement learning (RL) have led to considerable
progress in many 2-player zero-sum games, such as Go, Poker and Starcraft. The
purely adversarial nature of such games allows for conceptually simple and
principled application of RL methods. However real-world settings are
many-agent, and agent interactions are complex mixtures of common-interest and
competitive aspects. We consider Diplomacy, a 7-player board game designed to
accentuate dilemmas resulting from many-agent interactions. It also features a
large combinatorial action space and simultaneous moves, which are challenging
for RL algorithms. We propose a simple yet effective approximate best response
operator, designed to handle large combinatorial action spaces and simultaneous
moves. We also introduce a family of policy iteration methods that approximate
fictitious play. With these methods, we successfully apply RL to Diplomacy: we
show that our agents convincingly outperform the previous state-of-the-art, and
game theoretic equilibrium analysis shows that the new process yields
consistent improvements.",http://arxiv.org/abs/2006.04635v4
60,2020-06-12 09:02:40+00:00,Systematic Generalisation through Task Temporal Logic and Deep Reinforcement Learning,"['Borja G. León', 'Murray Shanahan', 'Francesco Belardinelli']","This work introduces a neuro-symbolic agent that combines deep reinforcement
learning (DRL) with temporal logic (TL) to achieve systematic zero-shot, i.e.,
never-seen-before, generalisation of formally specified instructions. In
particular, we present a neuro-symbolic framework where a symbolic module
transforms TL specifications into a form that helps the training of a DRL agent
targeting generalisation, while a neural module learns systematically to solve
the given tasks. We study the emergence of systematic learning in different
settings and find that the architecture of the convolutional layers is key when
generalising to new instructions. We also provide evidence that systematic
learning can emerge with abstract operators such as negation when learning from
a few training examples, which previous research have struggled with.",http://arxiv.org/abs/2006.08767v3
61,2020-06-09 09:36:21+00:00,Matrix games with bandit feedback,"[""Brendan O'Donoghue"", 'Tor Lattimore', 'Ian Osband']","We study a version of the classical zero-sum matrix game with unknown payoff
matrix and bandit feedback, where the players only observe each others actions
and a noisy payoff. This generalizes the usual matrix game, where the payoff
matrix is known to the players. Despite numerous applications, this problem has
received relatively little attention. Although adversarial bandit algorithms
achieve low regret, they do not exploit the matrix structure and perform poorly
relative to the new algorithms. The main contributions are regret analyses of
variants of UCB and K-learning that hold for any opponent, e.g., even when the
opponent adversarially plays the best-response to the learner's mixed strategy.
Along the way, we show that Thompson fails catastrophically in this setting and
provide empirical comparison to existing algorithms.",http://arxiv.org/abs/2006.05145v2
62,2020-06-05 20:09:20+00:00,Rapid Task-Solving in Novel Environments,"['Sam Ritter', 'Ryan Faulkner', 'Laurent Sartran', 'Adam Santoro', 'Matt Botvinick', 'David Raposo']","We propose the challenge of rapid task-solving in novel environments (RTS),
wherein an agent must solve a series of tasks as rapidly as possible in an
unfamiliar environment. An effective RTS agent must balance between exploring
the unfamiliar environment and solving its current task, all while building a
model of the new environment over which it can plan when faced with later
tasks. While modern deep RL agents exhibit some of these abilities in
isolation, none are suitable for the full RTS challenge. To enable progress
toward RTS, we introduce two challenge domains: (1) a minimal RTS challenge
called the Memory&Planning Game and (2) One-Shot StreetLearn Navigation, which
introduces scale and complexity from real-world data. We demonstrate that
state-of-the-art deep RL agents fail at RTS in both domains, and that this
failure is due to an inability to plan over gathered knowledge. We develop
Episodic Planning Networks (EPNs) and show that deep-RL agents with EPNs excel
at RTS, outperforming the nearest baseline by factors of 2-3 and learning to
navigate held-out StreetLearn maps within a single episode. We show that EPNs
learn to execute a value iteration-like planning algorithm and that they
generalize to situations beyond their training experience. algorithm and that
they generalize to situations beyond their training experience.",http://arxiv.org/abs/2006.03662v3
63,2020-06-03 12:51:30+00:00,The Value-Improvement Path: Towards Better Representations for Reinforcement Learning,"['Will Dabney', 'André Barreto', 'Mark Rowland', 'Robert Dadashi', 'John Quan', 'Marc G. Bellemare', 'David Silver']","In value-based reinforcement learning (RL), unlike in supervised learning,
the agent faces not a single, stationary, approximation problem, but a sequence
of value prediction problems. Each time the policy improves, the nature of the
problem changes, shifting both the distribution of states and their values. In
this paper we take a novel perspective, arguing that the value prediction
problems faced by an RL agent should not be addressed in isolation, but rather
as a single, holistic, prediction problem. An RL algorithm generates a sequence
of policies that, at least approximately, improve towards the optimal policy.
We explicitly characterize the associated sequence of value functions and call
it the value-improvement path. Our main idea is to approximate the
value-improvement path holistically, rather than to solely track the value
function of the current policy. Specifically, we discuss the impact that this
holistic view of RL has on representation learning. We demonstrate that a
representation that spans the past value-improvement path will also provide an
accurate value approximation for future policy improvements. We use this
insight to better understand existing approaches to auxiliary tasks and to
propose new ones. To test our hypothesis empirically, we augmented a standard
deep RL agent with an auxiliary task of learning the value-improvement path. In
a study of Atari 2600 games, the augmented agent achieved approximately double
the mean and median performance of the baseline agent.",http://arxiv.org/abs/2006.02243v2
